Azimuth Angle,Radius Location,Drag_X,Drag_Y,Drag_Z,Drag_Mag
0.698132,3.68808,0,-8.68184,0.288616,8.68664
0.698132,4.35864,0,-12.3524,0.595204,12.3667
0.698132,5.0292,0,-16.6817,0.987376,16.7109
0.698132,5.69976,0,-21.5041,1.45434,21.5532
0.698132,6.37032,0,-26.97,2.00418,27.0443
0.715585,0.33528,0,-7.43004,-5.95865,9.52423
0.715585,1.00584,0,-7.78785,-1.67062,7.96502
0.715585,1.6764,0,-1.96889,-0.159119,1.97531
0.715585,2.34696,0,-3.48452,-0.0753198,3.48533
0.715585,3.01752,0,-5.73184,0.0675554,5.73224
0.715585,3.68808,0,-8.68312,0.288589,8.68792
0.715585,4.35864,0,-12.3539,0.595146,12.3682
0.715585,5.0292,0,-16.6832,0.987264,16.7124
0.715585,5.69976,0,-21.5058,1.45417,21.5549
0.715585,6.37032,0,-26.9716,2.00392,27.0459
0.733038,0.33528,0,-7.43207,-5.95609,9.52421
0.733038,1.00584,0,-7.78795,-1.67008,7.96501
0.733038,1.6764,0,-1.96937,-0.15912,1.97579
0.733038,2.34696,0,-3.48528,-0.0753247,3.4861
0.733038,3.01752,0,-5.73286,0.0675449,5.73326
0.733038,3.68808,0,-8.68438,0.288562,8.68917
0.733038,4.35864,0,-12.3554,0.59509,12.3697
0.733038,5.0292,0,-16.6848,0.987156,16.7139
0.733038,5.69976,0,-21.5075,1.454,21.5565
0.733038,6.37032,0,-26.9731,2.00366,27.0474
0.750492,0.33528,0,-7.43406,-5.95355,9.52418
0.750492,1.00584,0,-7.78803,-1.66955,7.96497
0.750492,1.6764,0,-1.96985,-0.15912,1.97627
0.750492,2.34696,0,-3.48604,-0.075329,3.48685
0.750492,3.01752,0,-5.73386,0.0675352,5.73426
0.750492,3.68808,0,-8.68561,0.288537,8.69041
0.750492,4.35864,0,-12.3568,0.595036,12.3711
0.750492,5.0292,0,-16.6862,0.98705,16.7154
0.750492,5.69976,0,-21.5091,1.45384,21.5582
0.750492,6.37032,0,-26.9747,2.00341,27.049
0.767945,0.33528,0,-7.436,-5.95104,9.52412
0.767945,1.00584,0,-7.78809,-1.66901,7.96492
0.767945,1.6764,0,-1.97032,-0.159119,1.97673
0.767945,2.34696,0,-3.48677,-0.0753327,3.48759
0.767945,3.01752,0,-5.73485,0.0675263,5.73524
0.767945,3.68808,0,-8.68683,0.288513,8.69162
0.767945,4.35864,0,-12.3582,0.594983,12.3725
0.767945,5.0292,0,-16.6877,0.986948,16.7169
0.767945,5.69976,0,-21.5107,1.45368,21.5597
0.767945,6.37032,0,-26.9762,2.00317,27.0504
0.785398,0.33528,0,-7.43789,-5.94856,9.52405
0.785398,1.00584,0,-7.78813,-1.66848,7.96485
0.785398,1.6764,0,-1.97077,-0.159118,1.97719
0.785398,2.34696,0,-3.4875,-0.0753358,3.48831
0.785398,3.01752,0,-5.73581,0.0675182,5.73621
0.785398,3.68808,0,-8.68801,0.28849,8.6928
0.785398,4.35864,0,-12.3596,0.594932,12.3739
0.785398,5.0292,0,-16.6891,0.986847,16.7183
0.785398,5.69976,0,-21.5122,1.45352,21.5613
0.785398,6.37032,0,-26.9776,2.00293,27.0519
0.802851,0.33528,0,-7.43973,-5.9461,9.52396
0.802851,1.00584,0,-7.78815,-1.66795,7.96476
0.802851,1.6764,0,-1.97122,-0.159117,1.97763
0.802851,2.34696,0,-3.4882,-0.0753383,3.48902
0.802851,3.01752,0,-5.73675,0.0675108,5.73715
0.802851,3.68808,0,-8.68917,0.288468,8.69396
0.802851,4.35864,0,-12.361,0.594882,12.3753
0.802851,5.0292,0,-16.6905,0.986749,16.7197
0.802851,5.69976,0,-21.5138,1.45337,21.5628
0.802851,6.37032,0,-26.979,2.00269,27.0533
0.820305,0.33528,0,-7.44152,-5.94368,9.52384
0.820305,1.00584,0,-7.78815,-1.66742,7.96465
0.820305,1.6764,0,-1.97166,-0.159115,1.97807
0.820305,2.34696,0,-3.48889,-0.0753403,3.48971
0.820305,3.01752,0,-5.73767,0.067504,5.73807
0.820305,3.68808,0,-8.6903,0.288447,8.69509
0.820305,4.35864,0,-12.3623,0.594834,12.3766
0.820305,5.0292,0,-16.6919,0.986654,16.721
0.820305,5.69976,0,-21.5152,1.45322,21.5643
0.820305,6.37032,0,-26.9804,2.00246,27.0546
0.837758,0.33528,0,-7.44327,-5.94129,9.52371
0.837758,1.00584,0,-7.78813,-1.6669,7.96452
0.837758,1.6764,0,-1.97208,-0.159113,1.97849
