Azimuth Angle,Radius Location,Pitch_X,Pitch_Y,Pitch_Z,Pitch_Mag
0.733038,0.33528,-0.516815,-0.465343,-0.0101236,0.695517
0.733038,1.00584,-0.430227,-0.387378,-0.0084275,0.578989
0.733038,1.6764,0.396852,0.357327,0.00777373,0.534074
0.733038,2.34696,0.627058,0.564606,0.0122831,0.843879
0.733038,3.01752,0.980688,0.883015,0.0192102,1.31979
0.733038,3.68808,1.41597,1.27494,0.0277367,1.90558
0.733038,4.35864,1.91937,1.72821,0.0375975,2.58304
0.733038,5.0292,2.47577,2.22919,0.0484966,3.33183
0.733038,5.69976,3.03529,2.73299,0.0594567,4.08482
0.733038,6.37032,3.55504,3.20098,0.0696379,4.78429
0.750492,0.33528,-0.508609,-0.474286,-0.0105376,0.695515
0.750492,1.00584,-0.423555,-0.394971,-0.00877544,0.579205
0.750492,1.6764,0.390627,0.364266,0.00809323,0.534176
