Azimuth Angle,Radius Location,Lift_X,Lift_Y,Lift_Z,Lift_Mag
0.785398,1.6764,21.533,-1.31679,245.181,246.129
0.785398,2.34696,30.7843,-3.42933,331.76,333.203
0.785398,3.01752,41.3811,-5.92507,430.009,432.036
0.785398,3.68808,53.5941,-8.84845,542.673,545.385
0.785398,4.35864,68.2306,-12.3586,677.612,681.151
0.785398,5.0292,84.771,-16.3915,829.303,833.786
0.785398,5.69976,104.093,-21.1311,1006.15,1011.74
0.785398,6.37032,125.932,-26.5462,1205.34,1212.2
0.802851,0.33528,7.10743,1.58661,107.627,107.874
0.802851,1.00584,13.5967,0.197845,169.755,170.299
0.802851,1.6764,21.3697,-1.56569,242.899,243.842
0.802851,2.34696,30.4107,-3.69929,326.926,328.358
0.802851,3.01752,40.7342,-6.20296,422.013,424.02
0.802851,3.68808,52.6393,-9.12866,531.179,533.859
0.802851,4.35864,66.8429,-12.6257,661.338,664.827
0.802851,5.0292,82.8664,-16.6308,807.41,811.822
0.802851,5.69976,101.602,-21.3368,977.912,983.408
0.802851,6.37032,122.721,-26.6958,1169.41,1176.14
0.820305,0.33528,7.15472,1.42108,108.372,108.617
0.820305,1.00584,13.5687,-0.0117049,169.278,169.821
0.820305,1.6764,21.1989,-1.80472,240.547,241.486
0.820305,2.34696,30.0344,-3.95367,322.102,323.523
0.820305,3.01752,40.0872,-6.45875,414.088,416.074
0.820305,3.68808,51.6851,-9.3795,519.802,522.449
0.820305,4.35864,65.457,-12.8541,645.246,648.685
0.820305,5.0292,80.9739,-16.8227,785.865,790.204
