Azimuth Angle,Radius Location,Pitch_X,Pitch_Y,Pitch_Z,Pitch_Mag
0.610865,2.34696,1.23244,0.862961,-0.111906,1.50868
0.610865,3.01752,1.78327,1.24866,-0.161923,2.18299
0.610865,3.68808,2.43552,1.70537,-0.221147,2.98143
0.610865,4.35864,3.1595,2.21231,-0.286886,3.86769
0.610865,5.0292,3.97608,2.78408,-0.361032,4.86731
0.610865,5.69976,4.81099,3.36869,-0.436843,5.88936
0.610865,6.37032,5.60801,3.92677,-0.509213,6.86503
0.628319,0.33528,0.17722,0.128758,-0.0159838,0.219638
0.628319,1.00584,0.435874,0.316681,-0.0393123,0.540202
0.628319,1.6764,0.791236,0.574867,-0.0713631,0.980622
0.628319,2.34696,1.24541,0.904844,-0.112326,1.5435
0.628319,3.01752,1.79736,1.30586,-0.162107,2.22756
0.628319,3.68808,2.45021,1.78018,-0.220989,3.03667
0.628319,4.35864,3.17866,2.30943,-0.286689,3.93948
0.628319,5.0292,4.00446,2.90941,-0.36117,4.96294
0.628319,5.69976,4.84333,3.51888,-0.436829,6.0026
0.628319,6.37032,5.65175,4.10624,-0.509742,7.00452
0.645772,0.33528,0.186019,0.140176,-0.0166557,0.233516
0.645772,1.00584,0.445997,0.336083,-0.0399334,0.559874
0.645772,1.6764,0.804182,0.605994,-0.0720044,1.00952
0.645772,2.34696,1.25729,0.947439,-0.112575,1.57832
0.645772,3.01752,1.80992,1.36387,-0.162055,2.27205
0.645772,3.68808,2.46287,1.8559,-0.220519,3.09172
0.645772,4.35864,3.19564,2.40809,-0.286129,4.01159
0.645772,5.0292,4.01997,3.02926,-0.359938,5.0464
0.645772,5.69976,4.86042,3.66259,-0.43519,6.10145
0.645772,6.37032,5.69118,4.28861,-0.509574,7.14433
0.663225,0.33528,0.193703,0.151337,-0.0172078,0.246414
0.663225,1.00584,0.455686,0.356021,-0.0404814,0.579689
0.663225,1.6764,0.81488,0.636654,-0.0723909,1.03663
0.663225,2.34696,1.26804,0.9907,-0.112648,1.6131
0.663225,3.01752,1.82089,1.42264,-0.161761,2.3164
0.663225,3.68808,2.47344,1.93246,-0.219731,3.14652
0.663225,4.35864,3.20307,2.50251,-0.284549,4.0747
0.663225,5.0292,4.02948,3.14818,-0.357964,5.126
0.663225,5.69976,4.87475,3.80857,-0.433055,6.20129
0.663225,6.37032,5.72671,4.4742,-0.508739,7.28509
0.680678,0.33528,0.20122,0.162945,-0.0177248,0.259528
